"FID";"fossil_groundwater_abstraction_km3";"WB_NAMES";"WB_REGIONS";"ISO_CODES";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"average";"std_dev";"cor_pearson";"cor_spearman";"cor_kendall";"cor_pearson__p_value";"cor_spearman_p_value";"cor_kendall__p_value";"lm_slope";"lm_r_squared";"lm_adj_r_squared";"avg_1958_1962_1960";"std_1958_1962_1960";"avg_1963_1967_1965";"std_1963_1967_1965";"avg_1968_1972_1970";"std_1968_1972_1970";"avg_1973_1977_1975";"std_1973_1977_1975";"avg_1978_1982_1980";"std_1978_1982_1980";"avg_1983_1987_1985";"std_1983_1987_1985";"avg_1988_1992_1990";"std_1988_1992_1990";"avg_1993_1997_1995";"std_1993_1997_1995";"avg_1998_2002_2000";"std_1998_2002_2000";"avg_2003_2007_2005";"std_2003_2007_2005";"avg_2008_2012_2010";"std_2008_2012_2010";"avg_2013_2015_2015";"std_2013_2015_2015"
"41";"fossil_groundwater_abstraction_km3";"Comoros";"AFR";"COM";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"42";"fossil_groundwater_abstraction_km3";"Cape Verde";"AFR";"CPV";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"43";"fossil_groundwater_abstraction_km3";"Costa Rica";"LCR";"CRI";6.92463e-11;7.12927e-11;6.96095e-11;6.1678e-11;6.87916e-11;6.19164e-11;9.25949e-11;8.6094e-11;1.03726e-10;8.52318e-11;6.56885e-11;7.71029e-11;7.79293e-11;9.1066e-11;8.4653e-11;1.10258e-10;1.03821e-10;1.09275e-10;1.22492e-10;1.73029e-10;1.73221e-10;1.80139e-10;1.94819e-10;1.92093e-10;2.4035e-10;2.4059e-10;2.16841e-10;2.49537e-10;2.62706e-10;2.43993e-10;2.38669e-10;2.49258e-10;2.61597e-10;2.30986e-10;2.97127e-10;2.33279e-10;2.89492e-10;2.2098e-10;2.80602e-10;2.77386e-10;3.67717e-10;3.78791e-10;2.72045e-10;3.77415e-10;3.33501e-10;3.22617e-10;3.81264e-10;3.84059e-10;3.86813e-10;3.41592e-10;2.85065e-10;3.7258e-10;3.21199e-10;3.82443e-10;4.38814e-10;4.96871e-10;3.77647e-10;4.83109e-10;2.2866729137931e-10;1.22635770952867e-10;0.956483445143827;0.957734781137531;0.825771324863884;0;0;0;6.94616737211227e-12;0.914860580834202;0.914860580834202;6.812362e-11;3.72503463970471e-12;8.591262e-11;1.53157138414114e-11;7.928794e-11;9.4745928267657e-12;1.23775e-10;2.83668997689208e-11;1.961244e-10;2.62390867562116e-11;2.427334e-10;1.67465732106601e-11;2.555274e-10;2.59478231514707e-11;2.603478e-10;3.09534363229674e-11;3.458938e-10;4.5164395902082e-11;3.63269e-10;2.92952278280951e-11;3.600202e-10;5.91488821339846e-11;4.52542333333333e-10;6.52252357399598e-11
"44";"fossil_groundwater_abstraction_km3";"Cuba";"Other";"CUB";0.00934756;0.0394835;0.0309035;0.0195443;0.0723047;0.0758034;0.0130443;0.0689926;0.012732;0.0281436;0.128518;0.0527253;0.0661795;0.0952104;0.0191839;0.0502727;0.0661141;0.276652;0.110676;0.135894;0.0058884;0.0303018;0.0620219;0.0692606;0.244742;0.0155435;0.071245;0.152837;0.117522;0.119854;0.211368;0.0198822;0.134003;0.224805;0.120318;0.03882;0.0935632;0.145516;0.11351;0.185835;0.12527;0.560007;0.147721;0.252893;0.452401;0.19519;0.68964;0.556508;0.341492;0.278151;0.270828;0.63574;0.296993;0.468687;0.173661;0.351967;0.230388;0.431461;0.172544137241379;0.166985437617163;0.70333398347985;0.780553077609278;0.577737447065941;7.43515027323838e-10;0;1.49263046367309e-10;0.00695489890430336;0.494678692317632;0.494678692317632;0.034316712;0.0240993550462397;0.03974318;0.0305485365083501;0.07236342;0.0416151394363518;0.12792176;0.0899044221557149;0.08244294;0.0942219108203501;0.0954003;0.0532609486063664;0.14207524;0.0823337375465732;0.11544884;0.0552561423927512;0.3076584;0.191360252917893;0.4121962;0.204853513612044;0.3691818;0.183076237444131;0.337938666666667;0.101267879578538
"45";"fossil_groundwater_abstraction_km3";"Cayman Islands (U.K.)";"Other";"CYM";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"46";"fossil_groundwater_abstraction_km3";"Cyprus";"ECA";"CYP";0.0479179;0.0437217;0.0528597;0.00932181;0.00214167;0.030674;0.0669075;0.000831714;0.0488453;0.000579436;0.0260898;0;0.0345175;0.0490056;0.102875;0.132687;0.126768;0.00366481;0.0424621;0.0780631;0.0209451;0.0268665;0.0317982;0.00501484;0.0758231;0.0847291;0.123399;0.0242967;0.145672;0.0966087;0.00232178;0.0267322;0.11047;0.164082;0.0241756;0.0770496;0.102165;0.0774311;0.128689;0.16349;0.178944;0.119921;0.166659;0.0518713;0.0822572;0.0811338;0;0.033157;0.129003;0.125421;0.228732;0.131293;0.00608048;0.13188;0.00124535;0.0817922;0.183827;0.0494291;0.0723161998275862;0.0576148947546808;0.431479191768696;0.407893320256807;0.288048424683109;0.00072045027789791;0.00148161226629267;0.00140767286501475;0.00147212690436493;0.186174292929366;0.186174292929366;0.031192556;0.0236033113057751;0.02956759;0.0292967010367865;0.04249758;0.0381665049400911;0.076729002;0.0551125562004161;0.032089548;0.0264444097075076;0.0949411;0.0460466431250422;0.065556316;0.0688164798596766;0.10976494;0.0368036407416168;0.1199305;0.0541236506120014;0.07374296;0.0567101416274726;0.099846166;0.0963596815091186;0.1050161;0.0701442159376666
"47";"fossil_groundwater_abstraction_km3";"Czech Republic";"ECA";"CZE";8.16326e-11;7.32607e-11;7.64432e-11;5.84167e-11;8.30123e-11;8.68353e-11;7.30034e-11;6.90641e-11;1.3297e-10;3.77932e-11;8.14657e-11;5.79074e-11;1.02122e-10;9.40414e-11;1.20045e-10;3.64318e-10;2.34752e-10;8.24663e-11;1.21123e-10;1.49681e-10;1.15354e-10;9.08121e-11;1.09575e-10;1.52838e-10;1.85355e-10;1.48684e-10;2.62592e-10;2.22736e-10;2.01232e-10;2.75382e-10;2.6736e-10;3.09873e-10;1.25714e-10;2.54845e-10;2.26696e-10;1.49469e-10;1.70492e-10;1.82764e-10;2.39842e-10;2.36492e-10;2.02138e-10;1.8585e-10;2.14137e-10;1.75224e-10;2.35773e-10;3.34056e-10;1.42442e-10;2.0806e-10;1.94456e-10;2.55821e-10;2.29357e-10;1.92843e-10;9.5165e-11;1.01267e-10;1.43654e-10;9.86277e-11;9.42829e-11;1.17386e-10;1.60844827586207e-10;7.65587494176693e-11;0.413327133176803;0.495032144944477;0.332123411978221;0.00126061289045909;9.64219056903345e-05;0.000230790926494695;1.87386960534005e-12;0.170839319020156;0.170839319020156;7.45531e-11;9.84001480715349e-12;7.99332e-11;3.46499646518579e-11;9.11163e-11;2.32514324599582e-11;1.9046806e-10;1.12162349691053e-10;1.3078682e-10;3.79144836699908e-11;2.221252e-10;5.07551903473921e-11;2.368976e-10;6.89951837761158e-11;1.958118e-10;4.04738485098712e-11;2.026244e-10;2.37895388837194e-11;2.26967e-10;7.22141305978269e-11;1.524572e-10;5.81483472869178e-11;1.034322e-10;1.2278058583913e-11
"48";"fossil_groundwater_abstraction_km3";"Germany";"Other";"DEU";0.00188212;0.0458015;0.0010706;0.00133377;0.000524063;0.00761857;0.014714;0.000298641;0.000647814;0.000669876;0.00474975;0.00418188;0.00125362;0.00866551;0.000625371;0.0281734;0.00932105;0.0175139;0.0758274;0.00135959;0.00360016;0.00164602;0.000470684;0.000626915;0.0120107;0.00850275;0.00146344;0.00117085;0.00466665;0.000596575;0.00276456;0.0142652;0.00830761;0.0112705;0.0211273;0.000547655;0.00455316;0.00608965;0.0152373;0.00402646;0.0037386;0.00852734;0.00370038;0.00358809;0.00120993;0.0223769;0.00708861;0.00238433;0.0130191;0.000525564;0.00937131;0.0136109;0.00652129;0.00313246;0.0195598;0.0173313;0.00413003;0.0442419;0.00919369651724138;0.0130962672785482;0.059530678545976;0.258236180749946;0.176043557168784;0.657117166712688;0.0505950849834404;0.0509353665979342;4.61677790765648e-05;0.00354390168814458;0.00354390168814458;0.0101224106;0.0199512127762344;0.0047897802;0.00634018959306803;0.0038952262;0.00321084199250013;0.026439068;0.029342292966201;0.0036708958;0.00482609143947752;0.003280053;0.00332223905889086;0.011547034;0.00683505873237239;0.006090845;0.00550024445953541;0.004152868;0.00266890552970127;0.0090789008;0.00886425488320779;0.010439152;0.0063859980129632;0.0219010766666667;0.0204426679474973
"49";"fossil_groundwater_abstraction_km3";"Djibouti";"MENA";"DJI";0.00170082;0.00187759;0.000362918;0.000592916;2.84112e-15;3.31289e-15;1.90511e-15;5.26686e-15;1.18042e-14;4.28303e-15;5.25023e-16;1.44075e-15;8.30978e-16;7.35157e-16;7.29947e-16;3.13293e-16;1.65781e-15;9.0658e-16;1.87793e-15;2.40286e-16;4.72267e-15;5.12749e-16;6.62484e-17;0;3.60118e-16;1.68005e-16;6.94427e-16;1.45883e-15;5.42951e-16;4.67875e-15;3.95667e-16;1.98268e-17;3.28685e-15;1.66522e-16;5.40862e-16;3.73237e-17;2.46643e-15;6.90291e-16;6.9584e-17;9.7088e-16;2.40474e-15;1.38376e-15;3.1728e-16;8.25686e-15;1.44167e-15;5.59808e-17;5.03699e-16;5.59781e-16;2.23901e-16;5.82656e-19;1.60753e-15;0;2.05285e-16;1.8774e-16;1.86598e-16;1.49262e-16;7.27439e-16;1.33533e-16;7.81766206910149e-05;0.000338907425774363;-0.382702755945548;-0.560499561719403;-0.409077174549961;0.00302781429582662;4.74786334190474e-06;5.76852784021604e-06;-7.68056722756575e-06;0.146461399408333;0.146461399408333;0.000906848800000568;0.000835092511038096;5.314418e-15;3.83447482554913e-15;8.52371e-16;3.47322249059141e-16;9.991798e-16;7.51819605923655e-16;1.13235708e-15;2.01800857946621e-15;1.5085926e-15;1.83336294103767e-15;8.8194556e-16;1.35936104704533e-15;8.4690174e-16;9.90253602561429e-16;2.760862e-15;3.15992829574027e-15;2.687888912e-16;2.54507346483862e-16;4.374306e-16;6.59475568965068e-16;3.36744666666667e-16;3.38442605081472e-16
"5";"fossil_groundwater_abstraction_km3";"Netherlands Antilles (Neth.)";"Other";"ANT";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000285392;0.000982575;0.000482318;0;7.99602e-05;0.000351231;0.000410491;0;0;0;0.00102099;0;0;0;0;0;0.000103269;0.000472153;0;0;2.86501e-06;0;0;0;0.000636969;0.001323;0;0;0;0.000496666;0.000634998;0.000118333;0.000747575;0;0;0;0.00138375;0.000917314;0.000180169813965517;0.000353084780052991;0.384774416846895;0.406472487778359;0.323821777748075;0.00286087175590088;0.00154485120859738;0.00141575033431263;8.04518076317319e-06;0.148051351859868;0.148051351859868;0;0;0;0;0;0;0;0;0.00036604904;0.000392417829797664;0.0001523444;0.000209655667336469;0.000204198;0.000456600608869502;0.0001150844;0.000204554910814431;0.000127966802;0.000284543583292948;0.0003639332;0.000577661069582502;0.0003001812;0.000362474059537645;0.000767021333333333;0.000704011313733901
"50";"fossil_groundwater_abstraction_km3";"Dominica";"LCR";"DMA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"51";"fossil_groundwater_abstraction_km3";"Denmark";"Other";"DNK";8.06915e-12;0.0327478;7.73254e-12;7.47805e-12;8.58418e-12;0.000448192;0.00108772;6.15905e-06;4.21082e-12;0.000877917;0.00201739;0.0407099;0.00661629;0.00337435;0.00280717;0.0241778;0.00752117;0.147169;0.229419;0.0470796;0.0429061;0.00477639;1.74982e-11;1.87426e-11;0.0591245;0.243894;0.021168;1.13104e-11;0.0454871;1.01611e-11;0.01235;0.124352;0.0748986;0.0895061;0.245627;0.0112889;0.201028;0.287313;0.192528;0.190612;1.5834e-12;0.0138595;0.0238411;0.0164436;0.0207214;0.0776428;0.00858285;0.03049;0.131292;1.44168e-11;0.0908414;0.0474804;0.0384992;6.40214e-05;0.0491306;0.217502;0.132598;0.0292393;0.0572611606820653;0.0782563338805794;0.302203332717199;0.446922390722569;0.32486388384755;0.0211326096157554;0.000497422000125715;0.000315549480425004;0.00140045567660572;0.0913268543053829;0.0913268543053829;0.00654956000637278;0.014645261379151;0.000483997610842164;0.000495862537288634;0.01110502;0.0166418163755913;0.091073314;0.0944426707776415;0.0213613980072482;0.0277394448158744;0.0621098200042943;0.103335975126745;0.10934674;0.0862933369516905;0.17655398;0.100786757655716;0.0149731200003167;0.00920978522633106;0.0496015300028834;0.0546985835667337;0.04520312428;0.032349437670901;0.126446433333333;0.0942819833380871
"52";"fossil_groundwater_abstraction_km3";"Dominican Republic";"LCR";"DOM";2.67378e-11;3.10068e-06;2.50726e-11;2.57472e-08;1.08387e-08;2.23689e-11;2.14308e-11;7.61948e-05;2.16492e-11;2.94307e-11;0.000142967;2.41848e-06;1.7083e-11;2.91278e-11;5.22512e-11;4.21085e-08;3.0038e-11;3.09995e-11;2.32467e-11;0.000169829;2.05786e-11;2.17642e-11;3.55735e-11;4.37594e-11;4.71011e-11;3.11688e-07;9.69622e-08;3.48463e-06;1.29695e-11;1.53286e-11;9.13184e-12;1.54181e-11;8.4084e-06;1.86164e-11;1.98672e-11;2.50879e-11;3.51254e-11;5.72863e-05;1.85706e-11;4.45406e-05;2.63456e-11;2.49238e-11;1.93009e-11;7.89805e-05;6.01861e-05;1.83713e-11;1.35805e-11;1.43773e-11;1.50673e-11;2.26061e-05;1.24005e-11;1.9566e-06;0.000613265;7.21613e-05;1.05794e-11;8.10799e-05;9.97749e-05;0.00017281;2.95092837564679e-05;8.86559947146268e-05;0.27578839046684;0.0264234519671476;0.0163339382940109;0.0361313423573353;0.843600742062509;0.856276824354022;1.44788712943267e-06;0.0760592363162897;0.0760592363162897;6.2746354208e-07;1.38261024662332e-06;1.523897897592e-05;3.40753398585386e-05;2.90771156924e-05;6.36749928338594e-05;3.397423855684e-05;7.59451225993856e-05;3.375536e-11;1.22363204004717e-11;7.7866169962e-07;1.51802726446204e-06;1.681692606708e-06;3.76034374904013e-06;2.036539575678e-05;2.82481791200815e-05;2.783333411406e-05;3.86872510458459e-05;4.52123227928e-06;1.01097483969056e-05;0.00013747658459598;0.00026777135076655;0.000117888266666667;4.84734293247686e-05
"53";"fossil_groundwater_abstraction_km3";"Algeria";"MENA";"DZA";0.0322382;0.0294276;0.0266555;0.0377111;0.0297703;0.0317231;0.0302807;0.0358486;0.0517067;0.0412398;0.0367794;0.0375036;0.0392497;0.0365859;0.0387319;0.0367287;0.0438469;0.0446586;0.0401133;0.0452361;0.0730383;0.068667;0.0545069;0.0654324;0.0682072;0.137639;0.107138;0.0948452;0.0584965;0.0635327;0.124762;0.0982112;0.0923402;0.0777706;0.0817773;0.12963;0.206107;0.124542;0.0738288;0.114866;0.153491;0.268476;0.212182;0.158274;0.222073;0.129028;0.112948;0.154289;0.122198;0.131007;0.14507;0.103943;0.116193;0.154046;0.195209;0.149544;0.20612;0.260537;0.097517275862069;0.062967752426333;0.823349337896016;0.902857670183642;0.730187537810042;2.22044604925031e-15;0;6.66133814775094e-16;0.00307010304838657;0.677904132213806;0.677904132213806;0.03116054;0.00416240378543456;0.03815978;0.00868702867423609;0.0377701;0.00117994849251991;0.04211672;0.00361350451667076;0.06597036;0.00696296295502138;0.09233028;0.0326055930217041;0.09497226;0.0185394926952708;0.12979476;0.0479745587815876;0.2028992;0.0479236381726179;0.129894;0.0153582232208026;0.1428922;0.0356934345881704;0.205400333333333;0.0554999995705706
"54";"fossil_groundwater_abstraction_km3";"Ecuador";"LCR";"ECU";0.000556001;0.0167769;0.024351;0.0380781;0.0305632;0.00854193;0.0197585;0.0033986;0.00322649;0.00194161;0.00338941;0.00335626;0.00274116;0.00260389;0.00111632;6.42098e-05;0.00304553;0.000796473;0.00141783;0.00521943;0.00563213;0.00574732;0.00254387;0.003618;0.00452242;0.000136638;0.000892568;0.00907531;0.0048529;0.000329391;0.0017216;0.00108322;0.00270662;0.00265999;0.000837469;0.00117347;0.000945118;0.00503221;0.00491098;0.00187316;0.000188166;0.000900648;0.000744037;0.000929332;0.0011438;0.00128587;0.00285492;0.0070509;0.0050258;0.00742744;0.00214974;0.00108638;0.000815882;0.000997014;0.000948347;0.00188066;0.00443068;0.00393448;0.00474191937586207;0.00725205255579345;-0.441637353259887;-0.293734042880433;-0.202661826981246;0.000519559298520622;0.0255835197274721;0.024628827011853;-0.000189660705484631;0.195043551794393;0.195043551794393;0.0220650402;0.0143567545987413;0.007373426;0.00736981011559524;0.002641408;0.000923007562737164;0.00210869456;0.00205751505559358;0.004412748;0.00136054512926621;0.0030573614;0.00387615925768018;0.0018017798;0.000867166771794907;0.0027869876;0.00202381884639876;0.0007811966;0.000360818544352698;0.004728986;0.0026518016670709;0.0011994726;0.000540137336187566;0.00341527333333333;0.00135197343617888
"55";"fossil_groundwater_abstraction_km3";"Egypt, Arab Rep.";"MENA";"EGY";0.425398;0.396399;0.434304;0.335395;0.362297;0.41294;0.319361;0.334169;0.439671;0.422306;0.428883;0.43058;0.468911;0.614008;0.455019;0.487026;0.450009;0.501591;0.577153;0.548862;0.52709;0.590475;0.54056;0.5768;0.514991;0.498363;0.565765;0.607787;0.537855;0.530476;0.446077;0.435083;0.468298;0.444942;0.466246;0.505706;0.566461;0.589064;0.626965;0.612108;0.642931;0.680042;0.65149;0.643285;0.639777;0.612825;0.646108;0.671434;0.725194;0.684643;0.793847;0.895357;0.920829;1.04159;1.13422;0.943534;1.11045;1.20628;0.588607413793103;0.199189714168057;0.82520540699939;0.887846442523609;0.731397459165154;1.55431223447522e-15;0;4.44089209850063e-16;0.00973373668830158;0.680963963741023;0.680963963741023;0.3907586;0.0418422480430964;0.3856894;0.054888960632353;0.4794802;0.0770699251894019;0.5129282;0.0504339784143587;0.5499832;0.0323885627760788;0.5480492;0.0411215024676871;0.4521292;0.0144876847598227;0.5800608;0.0474912504015213;0.651505;0.01653018794509;0.6680408;0.0420816688321649;0.9571686;0.132560699746569;1.08675466666667;0.132966036059339
"56";"fossil_groundwater_abstraction_km3";"Eritrea";"AFR";"ERI";0.000389355;0.000364877;0.000281962;0.000290757;0.000182423;0.000168466;0.000330284;7.96312e-12;5.28753e-12;4.95805e-12;2.07355e-05;0.000386285;0.000580249;0.000450065;0.000726358;0.00136264;0.00135579;0.00109027;0.000417514;0.000482381;0.000204914;3.88015e-14;3.21533e-13;1.16519e-14;4.60922e-14;0.00035864;0.000933119;0.000556681;0.000636632;0.000699247;0.000760164;0.00072946;0.00143637;0.000755204;0.000412838;0.000777504;0.000735474;0.000777957;0.000996367;0.000618669;0.000424494;0.000729397;0.000547467;0.000330948;0.000498814;0.000621391;0.000904763;0.000624157;0.000564914;0.000645902;0.000799912;0.00150833;0.00132102;0.00146385;0.00346025;0.00455065;0.00356681;0.00263552;0.000783935181355634;0.000874809403765105;0.586192014811364;0.648343535636285;0.450695704779189;1.33316100625613e-06;9.48609342874458e-08;5.80935408001082e-07;3.03671448750228e-05;0.343621078228603;0.343621078228603;0.0003018748;8.12571846066549e-05;9.975000364174e-05;0.000148086121631438;0.0004327385;0.000264658442933529;0.000941719;0.000462730742752197;4.09828000836157e-05;9.16403266615358e-05;0.0006368638;0.000209461586694792;0.0008188072;0.000374720601714397;0.0007811942;0.000136773725750599;0.000506224;0.000149133790733355;0.0006722254;0.000133395184202054;0.0017106724;0.00101786529332658;0.00358432666666667;0.000957685154125996
"57";"fossil_groundwater_abstraction_km3";"Spain";"Other";"ESP";0.805994;0.409896;0.418584;1.05132;0.568685;0.226387;0.804977;1.12636;1.09057;1.34811;1.39879;0.481536;0.789575;0.782077;1.00129;1.3049;1.764;1.88733;1.31421;1.24059;1.73331;1.43179;2.0537;2.69488;2.02678;2.5796;2.05096;2.21854;1.77244;1.93603;1.96981;2.1892;1.89107;2.41234;2.31683;2.40699;2.57372;3.42743;1.69885;1.09453;2.2529;2.78388;2.59637;2.24184;2.49845;2.078;1.88277;2.58192;2.3441;2.21677;1.93729;1.98055;0.537024;1.93218;2.36273;1.76412;2.33557;2.60361;1.74524232758621;0.727924007361849;0.673133903935399;0.668276477283214;0.496672716273442;7.08594316556344e-09;2.90666046440767e-08;3.64469139313428e-08;0.0290160391583867;0.453109252627312;0.453109252627312;0.6508958;0.275319488614954;0.9192808;0.432805800750983;0.8906536;0.339052350709002;1.502206;0.299821479767544;1.988092;0.468971275954082;2.111514;0.30821732053861;2.15585;0.222223554669616;2.240304;0.88800184187872;2.474688;0.231505368555461;2.220712;0.264708739693271;1.7499548;0.701457272088044;2.23443333333333;0.42878588366845
"58";"fossil_groundwater_abstraction_km3";"Estonia";"ECA";"EST";0.0475068;0.0465095;0.0408439;0.00442901;0.00175464;0.0417354;0.0533901;0.0351958;0.0513453;0.031026;0.0424049;0.0825431;0.0660361;0.0500061;0.0398603;0.051316;0.0823344;0.0894809;0.116695;0.0636762;0.055017;0.0716664;0.090486;0.0114333;0.0875418;0.0941035;0.0654691;0.0691279;0.0655004;0.0570881;0.0745433;0.0999072;0.1077;0.0899881;0.127799;0.112464;0.094342;0.0853065;0.164273;0.099881;0.0317443;0.168509;0.137282;0.079444;0.202594;0.160686;0.0871236;0.16166;0.132351;0.108462;0.129744;0.113284;0.142226;0.12156;0.0673161;0.143449;0.132375;0.122289;0.0862728629310345;0.0438616026686252;0.737538543670561;0.772124642406718;0.574107683000605;4.01836341978878e-11;0;1.94174898382471e-10;0.00191566620720414;0.54396310339969;0.54396310339969;0.02820877;0.0230882825814589;0.04253852;0.00977771468631602;0.0561701;0.0179329186698652;0.0807005;0.0251428156456273;0.0632289;0.0322314966067355;0.0702578;0.0140436781421393;0.09998752;0.0198768958252288;0.1112533;0.0312294415888277;0.12391466;0.0686126707411102;0.13005652;0.0326027933826536;0.11482602;0.0286278790779548;0.132704333333333;0.0105838435992475
"59";"fossil_groundwater_abstraction_km3";"Ethiopia";"AFR";"ETH";0.000100833;0.000134455;6.426e-05;3.86659e-05;2.63606e-07;2.18932e-06;1.34804e-06;5.7113e-06;2.54475e-05;2.84263e-05;9.66742e-07;4.30153e-06;8.42977e-05;0.000124047;0.000196696;0.00143719;0.000412166;0.000301621;4.04351e-05;0.000472106;0.000278587;9.22775e-05;0.000678997;0.000188766;0.00018077;2.01062e-07;0.000706285;0.00163945;0.000289643;4.93688e-05;0.000831377;7.92333e-07;6.21225e-05;0.000168839;0.000625245;3.69327e-05;0.000506522;7.84352e-05;1.65478e-05;0.000581143;0.000294803;2.84213e-05;1.16193e-05;3.00828e-06;0.00086868;0.00162396;0.000547798;0.000954092;0.00054738;0.000493423;0.0027843;0.00320524;0.00216304;0.00667614;0.00420745;0.00316292;0.002693;0.00265089;0.000748342996775862;0.00125841924302041;0.604762466251863;0.610569380786859;0.434966727162734;4.96239691116784e-07;6.74578971413297e-07;1.41385269136762e-06;4.50672232524218e-05;0.365737640587033;0.365737640587033;6.76955012e-05;5.23366635623089e-05;1.2624492e-05;1.32095616717937e-05;8.20617944e-05;8.29635825226739e-05;0.00053270362;0.000531983193822767;0.0002838795;0.000230507767026949;0.0005369895724;0.000676604793376771;0.0003376751666;0.000368904756062166;0.00024391614;0.00027595572144081;0.000241306376;0.000371255216762159;0.0008333306;0.00047919514597792;0.003807234;0.00176797618320497;0.00283560333333333;0.000284245427814298
"6";"fossil_groundwater_abstraction_km3";"United Arab Emirates";"MENA";"ARE";0.642286;0.626616;0.644482;0.626663;0.669672;0.635881;0.607363;0.571089;0.527693;0.677275;0.527065;0.571423;0.698219;0.779491;0.362703;0.522011;0.592435;0.433771;0.173107;0.210313;0.348387;0.417274;0.436939;0.465623;0.210445;0.242797;0.502878;0.59922;0.546197;0.279526;0.236063;0.376567;0.327505;0.468216;0.356706;0.240273;0.439561;0.25586;0.0989685;0.0576876;0.115573;0.309819;0.592489;1.25309;1.21433;1.10151;1.29357;0.711567;0.817832;0.701901;1.06511;1.08641;1.04703;1.74784;1.93065;1.54564;1.12123;1.63124;0.642984174137931;0.418267876271358;0.483154319012917;0.295395121351011;0.136116152450091;0.000122250488164832;0.0247327844890007;0.131222943574598;0.0119671572518378;0.233438095980832;0.233438095980832;0.6419438;0.0176341780131653;0.6038602;0.0576687263705381;0.5877802;0.160906338318911;0.3863274;0.186805570882669;0.3757336;0.102004862476256;0.4341236;0.162057645294198;0.3530114;0.0839168054164361;0.21847002;0.150736692482295;0.6970602;0.518593152454504;0.925276;0.261634780578768;1.375408;0.42855456971079;1.43270333333333;0.273118230869588
"60";"fossil_groundwater_abstraction_km3";"Finland";"Other";"FIN";3.61298e-05;7.12104e-05;0.000176294;0.000192306;8.8523e-06;2.06969e-05;7.41405e-05;7.85461e-05;6.71047e-05;3.10249e-05;3.60965e-05;0.000133996;0.00029683;0.000289769;0.000354958;0.000349946;0.000360486;0.000112766;0.000261089;0.000177827;0.00016675;0.000177314;0.000245043;0.000132701;4.01455e-05;4.69157e-05;4.56269e-05;5.49355e-05;5.59993e-05;4.89234e-05;6.10693e-05;7.1187e-05;5.43834e-05;6.28876e-05;0.000112446;8.26072e-05;0.000212657;0.00016772;0.000383045;0.000285052;0.000240354;8.08302e-05;8.42875e-05;2.6545e-05;8.0848e-05;0.000477504;0.000311771;0.000191107;0.000426878;9.87075e-05;7.70484e-05;0.000138322;0.000188148;0.000251039;6.58806e-05;9.64619e-05;0.0002995;0.000236778;0.000155336;0.00011682381525323;0.205912741537329;0.253191423913378;0.184513006654567;0.120969497312737;0.0554011458144439;0.0407626966110088;1.42450909594267e-06;0.0424000571274201;0.0424000571274201;9.69585e-05;8.29322994861471e-05;5.430262e-05;2.65347777588583e-05;0.0002223299;0.00013245213020484;0.0002524228;0.000107624448800911;0.0001523907;7.4830605843799e-05;5.048016e-05;4.71683077584939e-06;7.239466e-05;2.31766139364231e-05;0.00022621624;0.000114330798640559;0.00010257294;8.06891337666851e-05;0.0003011935;0.000158203577025774;0.0001440876;7.74979872950259e-05;0.0002109133;0.000103960831770768
